function,observations,dimensions,best_observed_input,best_observed_output,output_min,output_mean,output_median,output_std
8,40,8,0.056447-0.065956-0.022929-0.038786-0.403935-0.801055-0.488307-0.893085,9.598482002566342,5.5921933895401965,7.815274458164078,7.889149881482876,0.9469034630327874
